 Flowfield data for bluff-body stabilised nonpremixed turbulent flames
 Burner bluff-body diameter, D_b=50mm, (R_b=25mm), jet diameter=3.6mm

 Flame code: B4F3, Fuel: CNG/H2(1:1) 
 Flame B: Bulk Jet Velocity: 108m/s, Coflow = 35m/s, 

 Data set 2: 11 February 2000 (Total:two data sets)

 x/D_b       	normalised downstream position
 r/R_b		normalised radial position
 U              mean axial velocity						
 V 		mean radial velocity						
 rms u		rms axial velocity						
 rms v		rms radial velocity						
 <u'v'>		Reynold's shear stress						
 n		number of <u'v'> samples
 %err		% statistical error in <u'v'> ie 1/sqrt(n)

x/D_b   r/R_b    U        V     rms u   rms v   <u'v'>  n        %err
                (m/s)   (m/s)   (m/s)   (m/s)

0.06	0	130.28	0.84	6.63	4.98	-21.70	5	44.7%
0.06	0.02	125.82	0.83	8.10	5.18	11.92	10	31.6%
0.06	0.04	107.82	1.60	11.68	6.69	-5.28	11	30.2%
0.06	0.06	59.67	-2.28	21.48	8.44	28.00	23	20.9%
0.06	0.08	4.54	1.81	8.56	6.97	2.02	396	5.0%
0.06	0.12	-1.73	3.09	3.50	2.21	4.91	372	5.2%
0.06	0.16	-1.66	2.27	3.55	2.41	5.52	467	4.6%
0.06	0.2	-1.68	1.61	3.36	2.65	4.15	459	4.7%
0.06	0.24	-1.78	1.06	3.20	2.52	5.15	432	4.8%
0.06	0.32	-1.18	-0.50	2.97	2.70	4.31	368	5.2%
0.06	0.4	-1.34	-0.73	3.08	2.71	4.10	524	4.4%
0.06	0.48	-1.31	-1.80	2.91	2.50	3.68	499	4.5%
0.06	0.56	-1.50	-1.79	2.80	2.36	1.64	461	4.7%
0.06	0.64	-1.25	-2.26	2.57	2.15	2.33	504	4.5%
0.06	0.72	-1.35	-2.47	2.49	2.01	2.39	452	4.7%
0.06	0.8	-1.03	-2.79	2.41	1.73	1.52	600	4.1%
0.06	0.88	-0.82	-2.66	2.27	1.44	1.74	661	3.9%
0.06	0.92	-0.34	-2.51	2.09	1.05	0.70	769	3.6%
0.06	0.96	0.21	-1.86	1.99	1.41	0.10	940	3.3%
0.06	1	18.85	-0.60	6.01	2.74	-9.00	348	5.4%
0.06	1.04	34.00	0.43	3.15	2.05	-1.80	524	4.4%
0.06	1.12	36.58	0.40	2.51	1.95	-0.76	415	4.9%
0.06	1.2	36.77	0.17	2.40	2.03	0.03	441	4.8%
0.2	0	127.92	-0.39	7.49	5.55	-3.88	18	23.6%
0.2	0.02	123.81	0.93	9.37	5.66	-10.93	14	26.7%
0.2	0.04	106.97	-0.04	12.73	7.70	19.54	26	19.6%
0.2	0.06	80.40	-1.37	17.69	9.04	40.00	33	17.4%
0.2	0.08	42.74	-2.40	18.74	10.19	38.02	42	15.4%
0.2	0.12	9.42	0.67	11.00	7.64	20.01	503	4.5%
0.2	0.16	-3.48	2.72	4.38	2.45	8.50	287	5.9%
0.2	0.2	-4.35	2.22	3.93	2.07	8.86	235	6.5%
0.2	0.24	-4.69	1.81	4.04	2.12	6.37	212	6.9%
0.2	0.32	-4.16	0.77	4.08	2.26	6.35	235	6.5%
0.2	0.4	-4.10	0.09	4.18	2.25	2.80	213	6.9%
0.2	0.48	-4.62	-0.46	4.15	2.15	3.41	221	6.7%
0.2	0.56	-4.54	-0.73	3.94	2.18	4.78	184	7.4%
0.2	0.64	-3.74	-1.32	3.99	2.22	0.96	257	6.2%
0.2	0.72	-3.90	-1.74	3.93	2.00	-1.20	221	6.7%
0.2	0.8	-2.84	-1.88	4.13	1.81	-1.40	360	5.3%
0.2	0.88	-1.56	-1.82	3.89	1.53	-1.92	511	4.4%
0.2	0.92	0.72	-1.60	3.58	1.99	-1.18	933	3.3%
0.2	0.96	13.56	1.46	5.28	3.34	-10.82	1217	2.9%
0.2	1	25.37	1.55	4.72	2.78	-5.46	715	3.7%
0.2	1.04	32.56	0.53	3.42	2.17	-2.25	848	3.4%
0.2	1.12	36.10	0.47	2.46	1.86	-0.52	347	5.4%
0.2	1.2	36.55	0.37	2.31	1.98	-0.10	410	4.9%
0.4	0	122.40	-0.03	10.83	7.67	-21.44	18	23.6%
0.4	0.02	109.94	-0.46	14.00	8.39	53.37	9	33.3%
0.4	0.04	100.56	-1.17	14.14	9.31	-10.06	41	15.6%
0.4	0.06	74.81	-2.39	18.66	10.44	12.28	20	22.4%
0.4	0.08	54.12	-2.67	19.94	10.95	61.35	54	13.6%
0.4	0.12	24.03	-2.16	14.29	10.27	59.50	105	9.8%
0.4	0.16	11.25	-0.83	12.06	8.77	18.55	267	6.1%
0.4	0.2	-2.42	1.61	7.20	5.29	18.56	281	6.0%
0.4	0.24	-6.07	2.20	4.82	3.11	22.59	152	8.1%
0.4	0.32	-7.37	1.26	3.88	2.31	5.08	72	11.8%
0.4	0.4	-7.67	0.50	3.93	2.33	-2.21	46	14.7%
0.4	0.48	-7.95	-0.33	4.17	2.27	-6.24	42	15.4%
0.4	0.56	-6.99	-0.96	4.44	2.31	-6.32	123	9.0%
0.4	0.64	-6.86	-1.51	4.72	2.41	-11.96	139	8.5%
0.4	0.72	-6.15	-1.72	4.64	2.24	-13.05	205	7.0%
0.4	0.8	-3.81	-1.52	4.86	2.10	-7.07	334	5.5%
0.4	0.88	6.67	0.80	5.53	2.87	-6.00	1163	2.9%
0.4	0.92	17.53	1.84	5.08	2.87	-10.81	863	3.4%
0.4	0.96	24.77	1.91	4.46	2.82	-6.19	384	5.1%
0.4	1	30.04	1.59	3.90	2.53	-3.70	191	7.2%
0.4	1.04	33.61	0.99	2.99	2.12	-1.67	342	5.4%
0.4	1.12	36.07	0.76	2.37	1.91	-0.85	177	7.5%
0.4	1.2	36.27	0.64	2.25	1.93	-0.41	459	4.7%
